date_time,nodes_x,nodes_y,edges,adjacency_matrix,spring_coeff,fitness
2023-07-05 19:32:47,"[1.0434530852611568, 1.3776227738612996, 1.365854260588279, 1.2859422266445586, 0.6418641620831105, 1.224898692118118]","[1.492650364104696, 1.0681332800805587, 0.92646282933731, 1.3613582051524977, 0.706187852644539, 0.584814553392157]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 4), (2, 3), (3, 5), (4, 2), (5, 1)]","[[0, 1, 1, 1, 1, 1], [1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 0]]",12.787660450815768,0
2023-07-05 19:32:52,"[1.0223412060886892, 1.0355181664856652, 1.1268331175007438, 0.6083379182416644, 1.1193188976104778, 0.6291649956959904]","[1.3724088440146072, 1.4141243393596705, 1.1739202595575062, 1.128841073504613, 1.166376726079268, 1.211541523167388]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (2, 4), (3, 2), (5, 3)]","[[0, 1, 1, 1, 1, 1], [1, 0, 1, 0, 0, 0], [1, 1, 0, 1, 1, 0], [1, 0, 1, 0, 0, 1], [1, 0, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0]]",7.6334156015711665,0
2023-07-05 19:32:54,"[0.7705134598671273, 1.4036378391005973, 1.3094573799784661, 1.4894232365686995, 0.6795844166035683, 0.6623115267544127]","[0.5047493508113473, 1.4369934254474739, 1.0911919410448538, 1.2963550590199842, 0.9322397292613889, 1.1407540503028915]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 5), (2, 1), (3, 4), (5, 3)]","[[0, 1, 1, 1, 1, 1], [1, 0, 1, 0, 0, 1], [1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0]]",12.183661677799668,0
2023-07-05 19:32:55,"[1.4594757329684642, 0.5415241619910988, 1.1501973547651265, 0.5785957897475165, 1.4585808461493133, 0.5396461276495023]","[1.1858538143379518, 1.2617102885344926, 0.6163011933178411, 0.641921330872469, 1.1648815547305598, 0.934306848874903]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (2, 5), (4, 1)]","[[0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1, 0], [1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",9.051113187712506,0
2023-07-05 19:32:57,"[0.8944808108787377, 1.3431637357206474, 0.9487158676918015, 0.8439072912279328, 0.7615184217069634, 0.5537780949708436]","[0.9032367024169023, 1.15429984931145, 1.148844117248777, 0.8216318549685392, 0.7274343275994127, 0.548662490909586]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (2, 3), (3, 4), (4, 5), (5, 2)]","[[0, 1, 1, 1, 1, 1], [1, 0, 1, 0, 0, 0], [1, 1, 0, 1, 0, 1], [1, 0, 1, 0, 1, 0], [1, 0, 0, 1, 0, 1], [1, 0, 1, 0, 1, 0]]",9.983653364741432,0
2023-07-05 19:32:59,"[0.9855425221588745, 1.3145394068980787, 1.1487507273447672, 0.7039513342446974, 0.851941242444248, 1.4752664838247695]","[1.4794312135938639, 0.613718774715988, 0.898701445998854, 1.45175287002937, 1.1064414910662796, 1.104329015956188]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 3), (1, 5), (4, 2), (5, 4)]","[[0, 1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1, 0]]",11.870750353260275,0
2023-07-05 19:33:00,"[0.9076298464626426, 0.7355821609656429, 1.1293639488790443, 1.2554613997039699, 1.4705704184249608, 0.7581345466277264]","[1.346875948894641, 1.2367027310020602, 1.4934515139800486, 0.657249160680304, 1.3567963771448754, 0.6117129431704037]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 3), (2, 1), (3, 5), (4, 2)]","[[0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 0, 0], [1, 1, 0, 0, 1, 0], [1, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0]]",11.325237377859828,0
2023-07-05 19:33:01,"[1.3982720425483408, 1.1547470939732074, 0.8847978633034843, 1.368725372599441, 0.8317180865418218, 0.6102835859264182]","[0.5705635776556164, 1.2781768465377814, 0.5947504953728178, 1.0201357873124421, 0.9334066799561521, 1.288293950599479]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (2, 5), (4, 1)]","[[0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1, 0], [1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",10.24018711745409,0
2023-07-05 19:33:27,"[0.9877547862107319, 1.3538044135659397, 1.2603539258499197, 1.0301244561539435, 0.9656782121609192, 0.8986139998377791]","[1.195216442315152, 1.031991798926191, 0.8133067565940603, 1.2326043362900805, 0.6951346341827201, 0.9809339625772091]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (2, 4), (3, 1), (4, 5)]","[[0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 0, 0], [1, 1, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 0, 0, 0, 1, 0]]",9.72478243444799,0.023358312378116836
2023-07-05 19:33:28,"[0.9476418987762533, 0.9826788041839261, 1.3971607758951088, 1.3369729052158483, 1.0376788419314373, 0.6424059356756979]","[1.482323209955245, 1.126461538507519, 0.5239942920653071, 1.0700724001982351, 1.0726344161749826, 0.7843048412656215]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (2, 5)]","[[0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1, 0], [1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",10.567274969903739,0
2023-07-05 19:34:05,"[1.1393496841626138, 0.5425625229774055, 0.8180203606198548, 1.0364402707253577, 1.102317348870929]","[0.7580075186344305, 0.8502755449273612, 1.4589875735017204, 1.2508972336373079, 1.2899268152158074]","[(0, 1), (0, 2), (0, 3), (0, 4), (1, 2), (2, 3), (2, 4)]","[[0, 1, 1, 1, 1], [1, 0, 1, 0, 0], [1, 1, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 0]]",9.193952232613807,0.006456627995949232
2023-07-05 19:37:15,"[0.9099331214755857, 1.489579180472328, 1.5772717032865993, 1.286092910630293, 0.9057416419789053]","[1.4843321654683512, 1.5485426248357483, 1.0002358657162587, 0.8748349391657338, 1.3275983120065922]","[(0, 1), (0, 2), (0, 3), (0, 4), (1, 2), (2, 3), (3, 4)]","[[0, 1, 1, 1, 1], [1, 0, 1, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [1, 0, 0, 1, 0]]",13.859021444511159,0.364347718710544
2023-07-10 19:24:25,"[1.1927505709787083, 0.8467184056125066, 1.2498739360375095, 1.1664571909617998, 0.6887812412571614]","[0.6471983635208547, 0.5599218458944082, 0.9780272524994584, 0.8952435267950654, 0.6736741232033873]","[(0, 1), (0, 2), (0, 3), (0, 4), (1, 4), (3, 2), (4, 2)]","[[0, 1, 1, 1, 1], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0]]",12.343558407778161,0.435607804485591
2023-07-10 19:24:56,"[0.7334741859411054, 1.3308587116290267]","[0.391033947401443, 0.7796910876875476]","[(0, 1)]","[[0, 1], [1, 0]]",5.420826422377138,6.900494404793456e-05
2023-07-10 19:25:25,"[0.8866011407657239, 0.5499917988746325, 0.4876500192250556, 1.2495649151088204]","[1.0904273196504781, 0.6221988992269265, 1.340881497676263, 0.7935989562341567]","[(0, 1), (0, 2), (0, 3), (1, 2), (3, 1)]","[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",12.252265193696346,0.3743789073866971
2023-07-10 19:27:04,"[0.6327969318954904, 0.7999363933276475, 0.8918621582206603, 1.166191876654291]","[0.7775876808487303, 1.029634490292509, 1.2106702735591168, 0.9753850980712083]","[(0, 1), (0, 2), (0, 3), (1, 3), (2, 3)]","[[0, 1, 1, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",14.471806903108174,0.46360050744423154
2023-07-10 19:29:46,"[0.5794096131852111, 0.6060406165168628, 1.002126996620473, 1.2276307196242264]","[1.5520168850273848, 0.813334120059435, 0.8583329440760374, 1.1883800013831276]","[(0, 1), (0, 2), (0, 3), (2, 1), (3, 2)]","[[0, 1, 1, 1], [1, 0, 1, 0], [1, 1, 0, 1], [1, 0, 1, 0]]",5.690667246358724,0.6497493828634611
2023-07-10 19:31:48,"[1.4174284370247083, 1.3299498310591067, 0.8912304778882173, 1.8341555007857981]","[1.5447646986839438, 0.8240980448697552, 1.1495930465651294, 1.0354668556307787]","[(0, 1), (0, 2), (0, 3), (1, 2), (3, 1)]","[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",10.93295763555154,0.5696246679437554
2023-07-10 19:33:17,"[0.8811336729896828, 1.216567918358342, 1.3405291320105353, 0.5523143150301463]","[0.6007570442178798, 0.9304544150622929, 1.3006106479288844, 1.3045225082270768]","[(0, 1), (0, 2), (0, 3), (2, 1), (3, 2)]","[[0, 1, 1, 1], [1, 0, 1, 0], [1, 1, 0, 1], [1, 0, 1, 0]]",8.004671175432463,0.2331539343685195
2023-07-10 19:34:09,"[0.639608075577391, 0.9875257218165168, 0.6130316172269028, 0.7564431595212316, 0.6117634157874541, 1.1394950645777617]","[1.3323152706603871, 0.6941232554104274, 0.6199416721548567, 0.8707448033780208, 1.4392689423501446, 1.1993808641985977]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (2, 4), (4, 5), (5, 1)]","[[0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1, 0]]",13.62795248384561,0.0457788414658137
2023-07-10 19:36:21,"[0.9302679342973211, 0.4687680876607696, 0.5690151352394055, 0.6545584093943371, 1.0954426905146744, 1.1121332725972652]","[0.8692655999574814, 0.6944756397144509, 1.2454900968135236, 0.858290845485194, 1.4047229892654949, 1.0320598226815283]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 4), (2, 3), (4, 2), (4, 5)]","[[0, 1, 1, 1, 1, 1], [1, 0, 0, 0, 1, 0], [1, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 1], [1, 0, 0, 0, 1, 0]]",13.235758114783248,0.18002860233497742
2023-07-10 19:37:40,"[1.2238955946836623, 0.5443041634883989, 0.670246034449476, 0.5397379197108195, 0.7030362045448779, 0.49644446488062]","[1.197258402659232, 0.6949580725891734, 0.6613571408174177, 0.8623482574878575, 0.6585695202393544, 0.7573241486180174]","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 5), (2, 1), (2, 4), (5, 3)]","[[0, 1, 1, 1, 1, 1], [1, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0], [1, 1, 0, 1, 0, 0]]",7.9146072348118635,0.04528589960023294
2023-07-10 19:49:22,"[1.5805067247049032, 0.8932504673006655, 0.8659402333934069, 1.4209240259413334]","[1.1397829738390792, 1.1283299360534877, 1.2000546907455405, 1.6343437900063267]","[(0, 1), (0, 2), (0, 3), (1, 2), (2, 3)]","[[0, 1, 1, 1], [1, 0, 1, 0], [1, 1, 0, 1], [1, 0, 1, 0]]",12.201296063808682,0.2342414642877369
2023-07-10 19:52:13,"[0.6177945205846659, 1.157409274462683, 1.1639104912577611, 0.8011689398681924]","[1.1482947932550773, 1.1116734031003963, 1.041921352088241, 0.6999765496734439]","[(0, 1), (0, 2), (0, 3), (1, 2), (2, 3)]","[[0, 1, 1, 1], [1, 0, 1, 0], [1, 1, 0, 1], [1, 0, 1, 0]]",7.846650851903002,0.2594905208007096
2023-07-10 19:53:30,"[0.4034043100257071, 0.9606117952716847, 0.825162799506639, 1.0173735716463794]","[1.1639145387729664, 0.9403897228715994, 0.48909603266055757, 0.6909521165231514]","[(0, 1), (0, 2), (0, 3), (1, 3), (3, 2)]","[[0, 1, 1, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",14.367587074345577,0.45609506456517485
2023-07-10 19:54:32,"[1.3268507272537484, 1.1250162800440255, 1.1267257823002608, 0.5801602039352588]","[0.9382079384871874, 1.1457333156834224, 0.8951477382115525, 1.0267623596854638]","[(0, 1), (0, 2), (0, 3), (2, 3), (3, 1)]","[[0, 1, 1, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",13.430234645667783,0.1685012351995256
2023-07-10 19:55:38,"[1.4266318778308578, 0.48799336341415167, 1.2514781904103636, 1.098930746741591, 0.9318889196009681]","[1.2407901018599008, 1.1314294335290627, 0.5760920047151213, 1.2314056083982414, 0.5470902381398107]","[(0, 1), (0, 2), (0, 3), (0, 4), (1, 3), (2, 4), (4, 1)]","[[0, 1, 1, 1, 1], [1, 0, 0, 1, 1], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",11.7883188743162,0.09294369273860681
2023-07-12 20:40:03,"[1.001277854250991, 1.2704524896229605, 0.9563323398212474, 1.5968361857248674, 1.538955320802358]","[1.0010123376449913, 0.6356208588469007, 1.4982802597005194, 0.8036167673586382, 1.4478228794187002]","[(0, 1), (0, 2), (0, 3), (0, 4), (2, 4), (3, 1), (4, 3)]","[[0, 1, 1, 1, 1], [1, 0, 0, 1, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]]",14.194006775419757,0.12002654793416406
2023-07-13 11:31:41,"[0.5796688781015965, 1.5131722318550949, 1.0443405470031342, 0.5799755921821085]","[1.2227404707806389, 1.048869311006094, 1.1403053764338384, 1.2216834788149475]","[(0, 1), (0, 2), (0, 3), (1, 3), (3, 2)]","[[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]","{(0, 1): 11.726974807745076, (0, 2): 5.436755366491852, (0, 3): 9.963271596292467, (1, 3): 14.291263701547503, (3, 2): 14.492704349203244}",5.093566218670878
2023-07-13 11:32:16,"[0.5918982490701352, 0.7834609326007522, 0.5938410698732981, 0.675102336426421]","[1.5409336675278602, 0.6114839204901881, 1.5392890549923266, 1.1170064193440516]","[(0, 1), (0, 2), (0, 3), (2, 1), (3, 2)]","[[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]","{(0, 1): 14.5336469249952, (0, 2): 6.959920672940509, (0, 3): 14.183698473181671, (2, 1): 9.104413484260625, (3, 2): 13.752454241616105}",5.082631376456638
2023-07-13 11:32:58,"[1.0814478594045787, 0.7517185624251218, 1.3648826800585625, 1.03968770974373]","[1.4583471361946083, 1.3506249375015158, 1.0509435939210325, 1.005129966174382]","[(0, 1), (0, 2), (0, 3), (2, 3), (3, 1)]","[[0, 1, 1, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]","{(0, 1): 5.140950801048922, (0, 2): 10.962041353805795, (0, 3): 7.26556034904556, (2, 3): 13.695314713226825, (3, 1): 6.972616921748967}",0.08177268639474006
2023-07-13 11:33:24,"[0.6140223169597898, 1.4098336678425034, 0.6150809841530542, 0.6115892228066178]","[0.9576111046021112, 1.467982742854251, 0.9521431981886611, 0.9542595593679923]","[(0, 1), (0, 2), (0, 3), (1, 2), (2, 3)]","[[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]","{(0, 1): 12.259407125316109, (0, 2): 14.516507061951383, (0, 3): 10.06113432947389, (1, 2): 12.219196105135207, (2, 3): 8.705432169143016}",5.064898422324044
2023-07-13 11:34:36,"[1.392779051576446, 0.8668726966823446, 1.1417406294799428, 1.1001237136228617]","[0.4419743140948107, 1.232575794668531, 0.7884159444868208, 0.8475831779523366]","[(0, 1), (0, 2), (0, 3), (2, 3), (3, 1)]","[[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]","{(0, 1): 5.081928796255716, (0, 2): 13.132011509021604, (0, 3): 12.661084581424241, (2, 3): 8.672168256201028, (3, 1): 9.385215028989723}",5.0499620877934746
2023-07-13 11:36:32,"[0.5579867372889985, 1.268699426061034, 1.1807547125221725, 0.939911169737145]","[0.8096287905528099, 1.2507906029442302, 0.8897333958718348, 0.3623464545131544]","[(0, 1), (0, 2), (0, 3), (1, 2), (2, 3)]","[[0, 1, 1, 1], [1, 0, 1, 0], [1, 1, 0, 1], [1, 0, 1, 0]]","{(0, 1): 14.383787909590875, (0, 2): 14.002076355693369, (0, 3): 5.179183485895564, (1, 2): 6.162958978241411, (2, 3): 9.367247958225327}",1.8756321693508209
2023-07-13 11:37:53,"[0.9827722551233968, 1.1857479737292007, 0.880712784382167, 0.4032376788485178]","[0.7390968225903998, 1.5069621022295538, 1.3529490127335286, 0.9876270112801664]","[(0, 1), (0, 2), (0, 3), (2, 1), (3, 2)]","[[0, 1, 1, 1], [1, 0, 1, 0], [1, 1, 0, 1], [1, 0, 1, 0]]","{(0, 1): 9.052462302045345, (0, 2): 14.917998267887114, (0, 3): 6.763098880773639, (2, 1): 14.953378057397154, (3, 2): 9.358969750833927}",2.8676481783953593
2023-07-13 11:38:42,"[1.1479593936214763, 1.289347836682547, 1.5199620038648285, 0.6985515503895567]","[0.5650840913729783, 1.226766928457812, 0.5532563911468552, 0.4870060284192649]","[(0, 1), (0, 2), (0, 3), (1, 2), (2, 3)]","[[0, 1, 1, 1], [1, 0, 1, 0], [1, 1, 0, 1], [1, 0, 1, 0]]","{(0, 1): 13.335430192183225, (0, 2): 7.270849670574162, (0, 3): 12.188489825552434, (1, 2): 14.18999835814364, (2, 3): 14.864298097279653}",3.0056124224792553
2023-07-13 11:40:27,"[1.4216334138258928, 0.7892467979935898, 0.9797829346786294, 1.2496268783143991]","[0.5685190510055718, 1.1429304962582638, 0.5700901731929064, 0.5386500387173538]","[(0, 1), (0, 2), (0, 3), (2, 1), (3, 2)]","[[0, 1, 1, 1], [1, 0, 1, 0], [1, 1, 0, 1], [1, 0, 1, 0]]","{(0, 1): 10.199940333325532, (0, 2): 5.4670585286437205, (0, 3): 5.372200740847796, (2, 1): 8.151242595456248, (3, 2): 13.190948808142}",3.911764795074175
2023-07-13 11:44:30,"[1.1105978192045187, 0.6557197384421097, 0.6389783036203169, 0.7792850096508799]","[0.9815383899463648, 0.5275606283984385, 0.988904534566324, 1.4694022832692484]","[(0, 1), (0, 2), (0, 3), (1, 2), (2, 3)]","[[0, 1, 1, 1], [1, 0, 1, 0], [1, 1, 0, 1], [1, 0, 1, 0]]","{(0, 1): 7.767231555754153, (0, 2): 9.093060451385014, (0, 3): 10.438989353712676, (1, 2): 9.312596680055087, (2, 3): 9.064783735097363}",1.9258410609907628
2023-07-13 11:57:31,"[1.369333232419179, 0.5267243389872063, 1.2139887387080133, 0.8762461901457202]","[0.9925408285116788, 1.4267387707080346, 1.0351301541577032, 1.100580593758307]","[(0, 1), (0, 2), (0, 3), (2, 3), (3, 1)]","[[0, 1, 1, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]","{(0, 1): 5.516361165118693, (0, 2): 6.811376566043588, (0, 3): 5.462227643353317, (2, 1): 11.77188326769101, (3, 2): 12.108684439652949, (2, 3): 8.289325108382762, (3, 1): 13.962127591820543}",3.625444858040959
2023-07-13 11:59:24,"[0.8643406409217929, 0.7481422865841806, 0.8647747508649994, 1.40953198620015]","[0.5922718123051506, 1.2592777087319846, 0.5853241597759448, 0.5793295583238464]","[(0, 1), (0, 2), (0, 3), (2, 1), (3, 2)]","[[0, 1, 1, 1], [1, 0, 1, 0], [1, 1, 0, 1], [1, 0, 1, 0]]","{(0, 1): 10.395304527608275, (0, 2): 6.542132844165284, (0, 3): 11.681535126525223, (2, 1): 8.547043885835619, (3, 2): 8.859149293573331}",4.637627647813627
2023-07-13 12:02:20,"[1.3565000838133108, 0.9435727763786601, 0.9746079202233306, 0.5864808219995508]","[0.6298199080236182, 1.2326678377931628, 0.6215882700933152, 0.6871983345046576]","[(0, 1), (0, 2), (0, 3), (2, 3), (3, 1)]","[[0, 1, 1, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]","{(0, 1): 9.640352216824041, (0, 2): 13.736397303438128, (0, 3): 9.989238266571228, (2, 3): 12.054252732577114, (3, 1): 7.677605065096966}",2.238764556794071
2023-07-13 12:09:36,"[0.6682058739882054, 0.8678393621168692, 0.7972243781736503, 1.1377389974031908]","[0.8942442785556884, 1.5973503501289072, 0.6500686225997219, 1.2296976155797659]","[(0, 1), (0, 2), (0, 3), (1, 3), (3, 2)]","[[0, 1, 1, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]","{(0, 1): 11.873564355367863, (0, 2): 5.676978425027527, (0, 3): 14.566690033743575, (1, 3): 14.200940263337081, (3, 2): 14.173387540200936}",1.620828563160123
