0.622890,1.067263,0-1,6.745176
0.794750,0.546564,0-2,3.680026
1.027864,0.715322,0-3,5.817096
1.137959,1.299188,0-4,6.657891
0.526445,0.960143,0-5,2.888383
0.856860,0.503064,0-6,4.688763
1.462936,0.964941,0-7,3.428705
1.230211,1.324072,0-8,5.035437
0.708687,1.371886,0-9,3.298963
1.009776,0.801075,1-4,3.427373
,,1-5,4.625278
,,2-5,3.257493
,,2-6,4.475352
,,2-9,7.034028
,,3-7,2.706087
,,3-8,7.463750
,,5-6,5.134275
,,6-7,4.450407
,,6-9,5.114208
