0.575136,1.135289,0-1,3.372588
0.794750,0.546564,0-2,1.840013
1.027864,0.732068,0-3,2.908548
1.224363,1.374840,0-4,3.328946
0.431643,0.960143,0-5,1.444192
0.854833,0.503064,0-6,2.344382
1.379200,0.964941,0-7,1.714352
1.274137,1.324072,0-8,2.517718
0.708687,1.181823,0-9,1.649481
1.009776,0.816889,1-4,1.713686
,,1-5,2.312639
,,2-5,1.628746
,,2-6,2.237676
,,2-9,3.517014
,,3-7,1.353044
,,3-8,3.731875
,,5-6,2.567137
,,6-7,2.225204
,,6-9,2.557104
